question,answer,area
約1000年間の中国支配からの自立後，1009年に成立し国名を大越と称したベトナム北部最初の長期政権を何というか。,李朝,東南アジア
李朝の後，1225年にベトナム北部に成立した王朝を何というか。,陳朝,東南アジア
陳朝において，漢字をもとに作られた民族文字を何というか。,字喃/チュノム,東南アジア
７世紀，スマトラ島のパレンバンを中心に成立した大乗仏教の国で，国際貿易の中継地として繁栄した王国を何というか。,シュリーヴィジャヤ,東南アジア
８世紀半ば～９世紀，ジャワ島中部に建国した大乗仏教の王朝を何というか。,シャイレンドラ朝,東南アジア
ジャワ島中部に建立された大乗仏教の石造寺院を何というか。,ボロブドゥール,東南アジア
"前６世紀半ば,キュロス２世が建国したイラン人王朝を何というか。",アケメネス朝ペルシア,西アジア・北アフリカ
アケメネス朝ペルシアの第３代で，オリエントを再統一し大帝国を築いたのは誰か。,ダレイオス１世,西アジア・北アフリカ
各州に置いた知事（サトラップ）を監視するため，中央から派遣した監察官を何というか。,王の目王の耳,西アジア・北アフリカ
世界を善神と悪神の対立ととらえ，火の崇拝を重視して拝火教ともよばれたイラン人の宗教を何というか。,ゾロアスター教,西アジア・北アフリカ
アケメネス朝ペルシアを滅ぼし，大帝国を築いたマケドニアの国王は誰か。,アレクサンドロス,西アジア・北アフリカ
アレクサンドロスの死後，アジア領土を支配したギリシア系王朝を何というか。,セレウコス朝,西アジア・北アフリカ
前３世紀半ば頃，アム川上流域において自立したギリシア人の王国を何というか。,バクトリア,西アジア・北アフリカ
バクトリアから遊牧イラン人の族長アルサケスが自立して建国した王国を何というか。,パルティア,西アジア・北アフリカ
３世紀前半，農耕イラン人のササン朝を建国した人物は誰か。,アルダシール１世,西アジア・北アフリカ
３世紀のササン朝第２代の君主で，シリアに侵入してローマ軍を撃破し，皇帝ウァレリアヌスを捕虜としたのは誰か。,シャープール１世,西アジア・北アフリカ
５世紀後半，遊牧民エフタルを突厥と共に挟撃し，東ローマ帝国とも抗争したササン朝最盛期の君主は誰か。,ホスロー１世,西アジア・北アフリカ
ササン朝時代に編纂された，ゾロアスター教の教典を何というか。,アヴェスター,西アジア・北アフリカ
３世紀頃のササン朝時代，ゾロアスター教にキリスト教や仏教の要素が融合して成立した宗教を何というか。,マニ教,西アジア・北アフリカ
642年，ササン朝が新興のイスラーム勢力に敗北し，王朝崩壊のきっかけとなった戦いを何というか。,ニハーヴァンドの戦い,西アジア・北アフリカ
ミケーネ文明崩壊後，ギリシアが混乱する一方で，鉄器が普及した時代を何と呼ぶか。,暗黒時代,ヨーロッパ
前８世紀頃各地で貴族の指導のもと，分散定住していた諸部族が小さな都市国家（ポリス）を形成したが，この形態を何というか。,集住/シノイキスモス,ヨーロッパ
ポリスの中心となる城山を意味し，守護神が祀られ，戦争の時はポリス防衛の軍事拠点ともなった丘を何というか。,アクロポリス,ヨーロッパ
アクロポリスのふもとにあり，集会・交易・裁判などが行われた広場を何というか。,アゴラ,ヨーロッパ
ポリスを代表するアテネを建国したギリシア人の一派を何というか。,イオニア人,ヨーロッパ
前８～前６世紀，人口増大による土地不足などを原因に，黒海や地中海沿岸に建設された新しいポリスを何というか。,植民市,ヨーロッパ
古代ギリシア人が，自らを異民族と区別して呼んだ自称は何か。,ヘレネス,ヨーロッパ
古代ギリシア人は，異民族を軽蔑の意味を込めて何と呼んだか。,バルバロイ,ヨーロッパ
古代ギリシア人は，４年に１度の競技会をゼウス神殿への祭典として行い同一民族の意識を持ったが，その祭典が行われたのはどこか。,オリンピア,ヨーロッパ
スパルタの先住民で，農業に従事した奴隷身分の農民を何というか。,ヘイロータイ,ヨーロッパ
スパルタの半自由民で，従軍義務はあるが参政権はなく，主に商工業に従事した人々を何というか。,ペリオイコイ,ヨーロッパ
国内の多数の奴隷反乱を防ぐために採用された，スパルタの軍国主義的規律・鎖国的国家体制を何というか。,リュクルゴスの国制,ヨーロッパ
商工業が発達すると，富裕化した平民は，自費で武装して貴族と共に国防を担ったが，この兵士を何というか。,重装歩兵,ヨーロッパ
前594年，貴族と平民の調停者として，負債の帳消し・債務奴隷の禁止・財産政治を主な内容とする改革を実施した政治家は誰か。,ソロン,ヨーロッパ
前６世紀，平民と貴族の争いに乗じて非合法的に政権を握り，貧民に土地を再分配して中小農民を保護したアテネの僭主は誰か。,ペイシストラトス,ヨーロッパ
前508年，デーモス（区）に基づく10部族制への移行・500人評議会の設置などの改革を行い，アテネ民主政の基礎を築いたのは誰か。,クレイステネス,ヨーロッパ
クレイステネスが僭主の出現を防ぐために定めた，秘密投票による追放制度を何というか。,陶片追放/オストラキスモス,ヨーロッパ
アケメネス朝の支配に対してギリシア人植民市が反乱を起こし始まった，アケメネス朝とギリシア諸ポリス間の戦争を何というか。,ペルシア戦争,ヨーロッパ
